student_id,department,academic_year
sw738,PHAS,2016 - 2017
jm263,PBSC,2016 - 2017
dm294,SOAN,2016 - 2017
gd911,POSC,2016 - 2017
bm165,SOAN,2016 - 2017
ja937,RMLL,2016 - 2017
al328,ENGL,2016 - 2017
sl441,ARTS,2016 - 2017
af189,MUSI,2016 - 2017
rp703,MATH,2016 - 2017
kc745,EDUC,2016 - 2017
mf273,PBSC,2016 - 2017
tc832,SOAN,2016 - 2017
jg792,GERM,2016 - 2017
wl913,CHEM,2016 - 2017
br121,HIST,2016 - 2017
sm537,THEA,2016 - 2017
jp710,EALL,2016 - 2017
cb811,THEA,2016 - 2017
am839,EEGS,2016 - 2017
mb810,ENGL,2016 - 2017
jc398,ENGL,2016 - 2017
kd261,EDUC,2016 - 2017
sl458,PHAS,2016 - 2017
dt622,SOAN,2016 - 2017
bm791,ARTS,2016 - 2017
mb563,ARTS,2016 - 2017
ps973,POSC,2016 - 2017
ss915,ENGL,2016 - 2017
kp982,WRIT,2016 - 2017
nb205,EDUC,2016 - 2017
kb660,CHEM,2016 - 2017
cm786,CLAS,2016 - 2017
ms631,RMLL,2016 - 2017
mr301,EDUC,2016 - 2017
bw893,HIST,2016 - 2017
jm897,POSC,2016 - 2017
nw449,HIST,2016 - 2017
mg580,EEGS,2016 - 2017
dw150,EEGS,2016 - 2017
hr739,ARTS,2016 - 2017
jy305,POSC,2016 - 2017
eb694,ENGL,2016 - 2017
dd673,SOAN,2016 - 2017
dp196,ENGL,2016 - 2017
dl132,POSC,2016 - 2017
rr543,CHEM,2016 - 2017
lh189,THEA,2016 - 2017
ja895,BIOL,2016 - 2017
lh560,POSC,2016 - 2017
as670,SOAN,2016 - 2017
jf458,CLAS,2016 - 2017
jg522,RELG,2016 - 2017
mr650,HIST,2016 - 2017
rh252,GEOG,2016 - 2017
am488,EEGS,2016 - 2017
mm338,SOAN,2016 - 2017
ed874,CHEM,2016 - 2017
bc901,WRIT,2016 - 2017
ls451,GEOG,2016 - 2017
rp637,CLAS,2016 - 2017
mb971,SOAN,2016 - 2017
ac340,CLAS,2016 - 2017
pa561,EDUC,2016 - 2017
es422,ECON,2016 - 2017
jm260,EEGS,2016 - 2017
aa570,BIOL,2016 - 2017
jb643,ARTS,2016 - 2017
br299,EALL,2016 - 2017
me380,HIST,2016 - 2017
sm601,GERM,2016 - 2017
dm452,GEOG,2016 - 2017
cr330,MUSI,2016 - 2017
wg347,CHEM,2016 - 2017
ao305,RMLL,2016 - 2017
kj849,ECON,2016 - 2017
nc899,RELG,2016 - 2017
dm554,ENGL,2016 - 2017
aw318,HIST,2016 - 2017
vm381,EDUC,2016 - 2017
jd478,SOAN,2016 - 2017
sf335,ENGL,2016 - 2017
df126,CHEM,2016 - 2017
cw752,BIOL,2016 - 2017
pr108,GEOG,2016 - 2017
rm936,SOAN,2016 - 2017
jp382,PHIL,2016 - 2017
gh311,SOAN,2016 - 2017
cm926,CHEM,2016 - 2017
to294,RELG,2016 - 2017
jo570,HIST,2016 - 2017
kh254,PHAS,2016 - 2017
jr304,ECON,2016 - 2017
dg915,CLAS,2016 - 2017
rs503,EDUC,2016 - 2017
eb573,ARTS,2016 - 2017
ts838,PHIL,2016 - 2017
dh408,HIST,2016 - 2017
df282,SOAN,2016 - 2017
sv445,POSC,2016 - 2017
mw263,POSC,2016 - 2017
mc361,HIST,2016 - 2017
jd226,SOAN,2016 - 2017
kw141,ENGL,2016 - 2017
sf442,SOAN,2016 - 2017
ae194,ARTS,2016 - 2017
mt320,MUSI,2016 - 2017
sc131,GEOG,2016 - 2017
jr146,WRIT,2016 - 2017
ba696,EDUC,2016 - 2017
lp150,ENGL,2016 - 2017
ar271,CLAS,2016 - 2017
mr140,HIST,2016 - 2017
mp717,THEA,2016 - 2017
jb789,PBSC,2016 - 2017
tg672,SOAN,2016 - 2017
ab511,SOAN,2016 - 2017
at602,MELL,2016 - 2017
sm450,WRIT,2016 - 2017
kg203,GEOG,2016 - 2017
rc590,ARTS,2016 - 2017
nc965,RMLL,2016 - 2017
rs279,GERM,2016 - 2017
nm321,SOAN,2016 - 2017
ds568,BIOL,2016 - 2017
fr383,EDUC,2016 - 2017
ms801,POSC,2016 - 2017
mc401,CLAS,2016 - 2017
cr375,PBSC,2016 - 2017
js343,RMLL,2016 - 2017
jz848,MATH,2016 - 2017
ck801,HIST,2016 - 2017
ke926,SOAN,2016 - 2017
rw822,POSC,2016 - 2017
ar705,EALL,2016 - 2017
kg493,GERM,2016 - 2017
jj899,ECON,2016 - 2017
kb657,RELG,2016 - 2017
aj238,HIST,2016 - 2017
ct418,SOAN,2016 - 2017
dp718,CHEM,2016 - 2017
hs125,ARTS,2016 - 2017
kp596,COSC,2016 - 2017
ac771,BIOL,2016 - 2017
bg415,ENGL,2016 - 2017
jj773,POSC,2016 - 2017
rc273,GEOG,2016 - 2017
mm694,COSC,2016 - 2017
rc634,SOAN,2016 - 2017
br687,ENST,2016 - 2017
ew645,ENST,2016 - 2017
ab298,PHAS,2016 - 2017
tt539,EDUC,2016 - 2017
cw931,ECON,2016 - 2017
pc271,HIST,2016 - 2017
kw826,RELG,2016 - 2017
mh408,ENGL,2016 - 2017
ab234,SOAN,2016 - 2017
ss161,BIOL,2016 - 2017
hg219,SOAN,2016 - 2017
em798,CLAS,2016 - 2017
rc839,SOAN,2016 - 2017
ab640,ARTS,2016 - 2017
js409,HIST,2016 - 2017
ar196,PBSC,2016 - 2017
mh830,ENGL,2016 - 2017
rs785,ENGL,2016 - 2017
pw309,RMLL,2016 - 2017
ks576,EEGS,2016 - 2017
km802,POSC,2016 - 2017
jf364,RMLL,2016 - 2017
lm636,HIST,2016 - 2017
ab323,PBSC,2016 - 2017
ag812,ENGL,2016 - 2017
ag729,EEGS,2016 - 2017
le617,ECON,2016 - 2017
bc991,EDUC,2016 - 2017
ra154,GEOG,2016 - 2017
pw311,BIOL,2016 - 2017
jb664,BIOL,2016 - 2017
wm988,EDUC,2016 - 2017
ks713,HIST,2016 - 2017
nt766,ECON,2016 - 2017
jh938,POSC,2016 - 2017
bm174,SOAN,2016 - 2017
hp335,EDUC,2016 - 2017
kj714,HIST,2016 - 2017
jp483,EEGS,2016 - 2017
pp431,BIOL,2016 - 2017
gn783,RMLL,2016 - 2017
bt231,ENGL,2016 - 2017
lr621,PBSC,2016 - 2017
ma527,EDUC,2016 - 2017
jh602,RMLL,2016 - 2017
js418,RMLL,2016 - 2017
dm268,ECON,2016 - 2017
bl681,RMLL,2016 - 2017
mt766,BIOL,2016 - 2017
wr628,THEA,2016 - 2017
jh634,EEGS,2016 - 2017
df621,BIOL,2016 - 2017
cr729,CHEM,2016 - 2017
js889,PBSC,2016 - 2017
dw662,RMLL,2016 - 2017
sr896,BIOL,2016 - 2017
as961,EALL,2016 - 2017
mo497,EDUC,2016 - 2017
cm384,HIST,2016 - 2017
be220,GEOG,2016 - 2017
tb945,PHAS,2016 - 2017
pg782,SOAN,2016 - 2017
js765,PBSC,2016 - 2017
ry385,BIOL,2016 - 2017
ja783,BIOL,2016 - 2017
ws561,EDUC,2016 - 2017
de767,EALL,2016 - 2017
jk498,HIST,2016 - 2017
ls984,RMLL,2016 - 2017
cs129,COSC,2016 - 2017
kl483,ENGL,2016 - 2017
rk736,EEGS,2016 - 2017
ed299,CHEM,2016 - 2017
mr645,ENGL,2016 - 2017
rt379,SOAN,2016 - 2017
pc122,RELG,2016 - 2017
ma399,RELG,2016 - 2017
sj548,GEOG,2016 - 2017
bm384,BIOL,2016 - 2017
hc367,EDUC,2016 - 2017
jv466,RMLL,2016 - 2017
jc433,EEGS,2016 - 2017
ml661,ARTS,2016 - 2017
jk625,EEGS,2016 - 2017
jd845,ECON,2016 - 2017
al262,RELG,2016 - 2017
ao798,EDUC,2016 - 2017
cf787,ARTS,2016 - 2017
df918,CLAS,2016 - 2017
db237,CHEM,2016 - 2017
bb299,THEA,2016 - 2017
mp514,MELL,2016 - 2017
wa447,HIST,2016 - 2017
ap346,ARTS,2016 - 2017
db397,BIOL,2016 - 2017
ef282,ARTS,2016 - 2017
sh428,SOAN,2016 - 2017
ck628,MATH,2016 - 2017
jd195,ENGL,2016 - 2017
ck857,COSC,2016 - 2017
ct785,PHIL,2016 - 2017
dg966,SOAN,2016 - 2017
mm964,SOAN,2016 - 2017
cs913,ENGL,2016 - 2017
am310,RELG,2016 - 2017
dp837,HIST,2016 - 2017
lw623,MUSI,2016 - 2017
gr482,RMLL,2016 - 2017
ks625,ARTS,2016 - 2017
af887,HIST,2016 - 2017
mb202,ENGL,2016 - 2017
mw313,THEA,2016 - 2017
cm100,MATH,2016 - 2017
td708,ENGL,2016 - 2017
rt116,COSC,2016 - 2017
oc706,PBSC,2016 - 2017
gr558,GERM,2016 - 2017
db746,MATH,2016 - 2017
jt906,WRIT,2016 - 2017
jg885,HIST,2016 - 2017
mr408,COSC,2016 - 2017
lw304,HIST,2016 - 2017
jr788,ENGL,2016 - 2017
rs483,ENGL,2016 - 2017
gd665,MATH,2016 - 2017
rw285,RELG,2016 - 2017
kn716,RMLL,2016 - 2017
cp483,POSC,2016 - 2017
jk302,EALL,2016 - 2017
lv618,ARTS,2016 - 2017
dh531,CHEM,2016 - 2017
ts489,RELG,2016 - 2017
db915,RMLL,2016 - 2017
mm991,ECON,2016 - 2017
zy366,ARTS,2016 - 2017
jb262,BIOL,2016 - 2017
ad985,BIOL,2016 - 2017
st801,PHAS,2016 - 2017
tp892,HIST,2016 - 2017
kc651,HIST,2016 - 2017
sf380,GEOG,2016 - 2017
jm931,HIST,2016 - 2017
jl805,RELG,2016 - 2017
jh271,BIOL,2016 - 2017
lh757,POSC,2016 - 2017
rw194,ENGL,2016 - 2017
lb730,ARTS,2016 - 2017
ao195,ARTS,2016 - 2017
it590,PBSC,2016 - 2017
mm810,EDUC,2016 - 2017
ap402,ECON,2016 - 2017
go617,MATH,2016 - 2017
cg649,MUSI,2016 - 2017
aj812,POSC,2016 - 2017
lp529,BIOL,2016 - 2017
ee186,POSC,2016 - 2017
dm239,GERM,2016 - 2017
rm215,MATH,2016 - 2017
jp347,ENGL,2016 - 2017
tw298,GERM,2016 - 2017
db999,PHAS,2016 - 2017
he559,HIST,2016 - 2017
gr904,MATH,2016 - 2017
jn355,RMLL,2016 - 2017
lb891,CHEM,2016 - 2017
jm525,HIST,2016 - 2017
nf997,PHIL,2016 - 2017
sa218,COSC,2016 - 2017
kb812,ARTS,2016 - 2017
cs560,RELG,2016 - 2017
me871,MELL,2016 - 2017
mc151,GERM,2016 - 2017
jh224,SOAN,2016 - 2017
bb827,RELG,2016 - 2017
rd463,EEGS,2016 - 2017
sk170,EDUC,2016 - 2017
rm610,PHAS,2016 - 2017
ar543,GERM,2016 - 2017
jh797,EALL,2016 - 2017
jh294,ARTS,2016 - 2017
il888,ENGL,2016 - 2017
ka253,ENGL,2016 - 2017
sa775,ENST,2016 - 2017
lw324,ENGL,2016 - 2017
mk416,SOAN,2016 - 2017
ja681,HIST,2016 - 2017
kc478,SOAN,2016 - 2017
jt599,SOAN,2016 - 2017
ba228,EDUC,2016 - 2017
lw152,SOAN,2016 - 2017
jc693,PBSC,2016 - 2017
ss248,EDUC,2016 - 2017
aj939,GERM,2016 - 2017
tw309,PHAS,2016 - 2017
mf443,BIOL,2016 - 2017
jb504,COSC,2016 - 2017
lr124,ENST,2016 - 2017
ac952,ENGL,2016 - 2017
an501,MUSI,2016 - 2017
km315,THEA,2016 - 2017
lv927,ENGL,2016 - 2017
js484,RELG,2016 - 2017
ct807,ARTS,2016 - 2017
nl975,BIOL,2016 - 2017
tb472,MATH,2016 - 2017
rr682,CLAS,2016 - 2017
gs549,RELG,2016 - 2017
jw684,RELG,2016 - 2017
tm795,BIOL,2016 - 2017
ch165,CHEM,2016 - 2017
tt711,RELG,2016 - 2017
mr275,ARTS,2016 - 2017
am819,BIOL,2016 - 2017
pc318,PHIL,2016 - 2017
sl923,PBSC,2016 - 2017
dh302,EDUC,2016 - 2017
wy720,ENGL,2016 - 2017
do974,BIOL,2016 - 2017
mc759,ENGL,2016 - 2017
tr852,PBSC,2016 - 2017
cw608,RMLL,2016 - 2017
ab874,HIST,2016 - 2017
nr197,MATH,2016 - 2017
cm621,RMLL,2016 - 2017
sy605,POSC,2016 - 2017
ws929,RELG,2016 - 2017
br159,POSC,2016 - 2017
ja840,POSC,2016 - 2017
sw848,BIOL,2016 - 2017
jk754,MUSI,2016 - 2017
lj317,POSC,2016 - 2017
rb379,ENST,2016 - 2017
rf691,THEA,2016 - 2017
rm889,PHAS,2016 - 2017
jm158,POSC,2016 - 2017
vm712,SOAN,2016 - 2017
lm961,EDUC,2016 - 2017
pa128,THEA,2016 - 2017
as983,GERM,2016 - 2017
mb399,POSC,2016 - 2017
nw478,CHEM,2016 - 2017
hs192,RELG,2016 - 2017
an899,HIST,2016 - 2017
jc947,GERM,2016 - 2017
ad158,RMLL,2016 - 2017
vh395,RELG,2016 - 2017
cg530,BIOL,2016 - 2017
sg668,EDUC,2016 - 2017
jw669,CLAS,2016 - 2017
pn783,ENGL,2016 - 2017
dp529,HIST,2016 - 2017
es682,PHAS,2016 - 2017
bg207,ENGL,2016 - 2017
pd460,RMLL,2016 - 2017
cj709,EDUC,2016 - 2017
ed590,EALL,2016 - 2017
jp210,ENGL,2016 - 2017
sm718,ARTS,2016 - 2017
cs505,WRIT,2016 - 2017
rm365,MATH,2016 - 2017
aj423,HIST,2016 - 2017
eb100,COSC,2016 - 2017
ms616,COSC,2016 - 2017
tb301,CHEM,2016 - 2017
ay253,BIOL,2016 - 2017
lm315,PHIL,2016 - 2017
km104,MELL,2016 - 2017
eb400,PHAS,2016 - 2017
af394,EDUC,2016 - 2017
dr455,BIOL,2016 - 2017
jt100,RMLL,2016 - 2017
ps787,HIST,2016 - 2017
rr318,THEA,2016 - 2017
kp582,PBSC,2016 - 2017
sg532,EALL,2016 - 2017
st391,SOAN,2016 - 2017
mh812,MUSI,2016 - 2017
jj759,ENGL,2016 - 2017
lw136,CLAS,2016 - 2017
jb539,ENGL,2016 - 2017
kw642,EDUC,2016 - 2017
mr995,HIST,2016 - 2017
rk585,ENST,2016 - 2017
sg603,CLAS,2016 - 2017
ja763,ENGL,2016 - 2017
nd622,ENGL,2016 - 2017
rm157,POSC,2016 - 2017
sa344,HIST,2016 - 2017
am388,ENGL,2016 - 2017
aw927,WRIT,2016 - 2017
kl426,RMLL,2016 - 2017
bs139,EDUC,2016 - 2017
ps773,BIOL,2016 - 2017
gj578,GERM,2016 - 2017
jw659,ECON,2016 - 2017
as460,EALL,2016 - 2017
rb788,RMLL,2016 - 2017
jb642,ENGL,2016 - 2017
bm547,ENGL,2016 - 2017
cg978,PBSC,2016 - 2017
cy967,MUSI,2016 - 2017
cn328,BIOL,2016 - 2017
sg575,ENST,2016 - 2017
dw316,POSC,2016 - 2017
wb762,EDUC,2016 - 2017
tm163,EDUC,2016 - 2017
sm994,RMLL,2016 - 2017
vb183,ARTS,2016 - 2017
aa133,RELG,2016 - 2017
ra646,RELG,2016 - 2017
ln852,ENGL,2016 - 2017
rg130,EEGS,2016 - 2017
br851,CLAS,2016 - 2017
ck957,HIST,2016 - 2017
bw194,ECON,2016 - 2017
ab406,ENST,2016 - 2017
ja235,EDUC,2016 - 2017
mh807,POSC,2016 - 2017
pc560,WRIT,2016 - 2017
dc290,BIOL,2016 - 2017
tc828,EALL,2016 - 2017
jj281,POSC,2016 - 2017
sb505,ARTS,2016 - 2017
sc573,COSC,2016 - 2017
jw541,PHIL,2016 - 2017
jk501,MUSI,2016 - 2017
se193,PHIL,2016 - 2017
pc231,RMLL,2016 - 2017
nm635,WRIT,2016 - 2017
tb236,HIST,2016 - 2017
ds750,EDUC,2016 - 2017
es658,PBSC,2016 - 2017
mr740,POSC,2016 - 2017
sm308,ENGL,2016 - 2017
dd882,ARTS,2016 - 2017
jd584,MATH,2016 - 2017
hg780,MUSI,2016 - 2017
fp807,MATH,2016 - 2017
tj261,SOAN,2016 - 2017
df582,CLAS,2016 - 2017
pd728,CLAS,2016 - 2017
am188,POSC,2016 - 2017
tr152,PHAS,2016 - 2017
rd567,ECON,2016 - 2017
wt311,ENGL,2016 - 2017
dj621,SOAN,2016 - 2017
hm761,POSC,2016 - 2017
tb247,EDUC,2016 - 2017
am678,RELG,2016 - 2017
sm142,HIST,2016 - 2017
av525,THEA,2016 - 2017
kr895,ARTS,2016 - 2017
af769,EEGS,2016 - 2017
sm817,RELG,2016 - 2017
mg112,POSC,2016 - 2017
jg103,HIST,2016 - 2017
jr936,ENGL,2016 - 2017
eh558,SOAN,2016 - 2017
sd660,ENGL,2016 - 2017
dw331,BIOL,2016 - 2017
dn480,BIOL,2016 - 2017
ae681,ARTS,2016 - 2017
jh349,EEGS,2016 - 2017
cw883,ARTS,2016 - 2017
bd945,HIST,2016 - 2017
am864,EDUC,2016 - 2017
jc172,POSC,2016 - 2017
mb775,HIST,2016 - 2017
dd651,PBSC,2016 - 2017
nh376,SOAN,2016 - 2017
db170,RELG,2016 - 2017
kc763,RMLL,2016 - 2017
mm958,RELG,2016 - 2017
ss193,ENGL,2016 - 2017
fh560,EDUC,2016 - 2017
ts136,ENGL,2016 - 2017
mb948,PHAS,2016 - 2017
ts856,BIOL,2016 - 2017
dw253,POSC,2016 - 2017
rm868,HIST,2016 - 2017
gb985,CHEM,2016 - 2017
lh812,RELG,2016 - 2017
sh260,BIOL,2016 - 2017
ky446,RMLL,2016 - 2017
ad791,RMLL,2016 - 2017
cc141,EDUC,2016 - 2017
rj314,ARTS,2016 - 2017
dr172,EDUC,2016 - 2017
jh984,EEGS,2016 - 2017
mr588,ARTS,2016 - 2017
rt367,RMLL,2016 - 2017
th352,MUSI,2016 - 2017
dt534,PHIL,2016 - 2017
rw211,MATH,2016 - 2017
tl485,PHIL,2016 - 2017
ks870,HIST,2016 - 2017
kb484,POSC,2016 - 2017
am948,GERM,2016 - 2017
aw866,ARTS,2016 - 2017
mr327,ENGL,2016 - 2017
cc430,POSC,2016 - 2017
lw395,PBSC,2016 - 2017
aj170,PBSC,2016 - 2017
em208,GEOG,2016 - 2017
dj881,ARTS,2016 - 2017
ey549,PBSC,2016 - 2017
ps756,HIST,2016 - 2017
dh311,PHAS,2016 - 2017
fs649,ECON,2016 - 2017
cw592,THEA,2016 - 2017
rj578,COSC,2016 - 2017
je644,GERM,2016 - 2017
df320,COSC,2016 - 2017
as218,ARTS,2016 - 2017
js950,RMLL,2016 - 2017
mb528,COSC,2016 - 2017
ej968,PBSC,2016 - 2017
sb837,EDUC,2016 - 2017
rh993,EDUC,2016 - 2017
jw578,POSC,2016 - 2017
aj152,EDUC,2016 - 2017
ke380,HIST,2016 - 2017
rj858,CLAS,2016 - 2017
sp883,HIST,2016 - 2017
cf969,PBSC,2016 - 2017
ad628,ARTS,2016 - 2017
jd275,RELG,2016 - 2017
mg153,HIST,2016 - 2017
js395,PHIL,2016 - 2017
sg974,ENGL,2016 - 2017
kc796,ECON,2016 - 2017
pj371,ENGL,2016 - 2017
ta547,RELG,2016 - 2017
nv453,RELG,2016 - 2017
ha276,COSC,2016 - 2017
jm730,EALL,2016 - 2017
vc414,HIST,2016 - 2017
ph188,GEOG,2016 - 2017
mm834,ARTS,2016 - 2017
je904,ECON,2016 - 2017
bh553,PHIL,2016 - 2017
dm502,POSC,2016 - 2017
mw126,POSC,2016 - 2017
cb449,RELG,2016 - 2017
kw110,ENGL,2016 - 2017
kj704,HIST,2016 - 2017
cj299,COSC,2016 - 2017
jg645,ENGL,2016 - 2017
jr436,CHEM,2016 - 2017
mr559,PBSC,2016 - 2017
gw281,BIOL,2016 - 2017
jh242,EEGS,2016 - 2017
tr452,ENGL,2016 - 2017
mo976,MATH,2016 - 2017
rm510,ARTS,2016 - 2017
jg360,BIOL,2016 - 2017
rb686,SOAN,2016 - 2017
tf210,ENST,2016 - 2017
rs260,RELG,2016 - 2017
mv292,ENGL,2016 - 2017
bp815,EEGS,2016 - 2017
sh166,RELG,2016 - 2017
jm253,SOAN,2016 - 2017
cj170,HIST,2016 - 2017
nb584,MELL,2016 - 2017
pw407,COSC,2016 - 2017
cj307,WRIT,2016 - 2017
dc635,ENGL,2016 - 2017
sh688,SOAN,2016 - 2017
cd969,POSC,2016 - 2017
dp759,SOAN,2016 - 2017
bh403,GEOG,2016 - 2017
ck961,RMLL,2016 - 2017
dh774,EDUC,2016 - 2017
mw104,POSC,2016 - 2017
hh693,PHIL,2016 - 2017
dm805,POSC,2016 - 2017
jg882,ENGL,2016 - 2017
ms123,SOAN,2016 - 2017
jr944,SOAN,2016 - 2017
jm693,PHAS,2016 - 2017
mw132,PHAS,2016 - 2017
ks197,SOAN,2016 - 2017
lj616,MUSI,2016 - 2017
pw805,ENGL,2016 - 2017
ml730,BIOL,2016 - 2017
ao465,SOAN,2016 - 2017
tb537,RMLL,2016 - 2017
jj607,HIST,2016 - 2017
jm324,CLAS,2016 - 2017
tj265,ENGL,2016 - 2017
jl676,HIST,2016 - 2017
jk824,WRIT,2016 - 2017
js884,POSC,2016 - 2017
ag378,HIST,2016 - 2017
kn247,ARTS,2016 - 2017
ms364,GEOG,2016 - 2017
vm975,THEA,2016 - 2017
st423,THEA,2016 - 2017
rl802,ECON,2016 - 2017
br388,COSC,2016 - 2017
ss580,CHEM,2016 - 2017
ef642,EALL,2016 - 2017
dh242,HIST,2016 - 2017
jt759,ECON,2016 - 2017
tc225,POSC,2016 - 2017
md775,SOAN,2016 - 2017
jn265,ECON,2016 - 2017
jo985,HIST,2016 - 2017
cb856,ECON,2016 - 2017
sw553,ENGL,2016 - 2017
kf412,HIST,2016 - 2017
jt745,ENGL,2016 - 2017
jc594,GEOG,2016 - 2017
ah306,GEOG,2016 - 2017
be933,GERM,2016 - 2017
kh644,PHIL,2016 - 2017
ms902,ENGL,2016 - 2017
ml942,GEOG,2016 - 2017
jy255,RMLL,2016 - 2017
rs441,EDUC,2016 - 2017
rb421,HIST,2016 - 2017
jm571,COSC,2016 - 2017
lr679,CHEM,2016 - 2017
jj356,SOAN,2016 - 2017
sm845,RMLL,2016 - 2017
sc262,ENGL,2016 - 2017
sr336,RELG,2016 - 2017
hs347,ENST,2016 - 2017
cw144,EDUC,2016 - 2017
ah340,RMLL,2016 - 2017
mr582,WRIT,2016 - 2017
sh544,SOAN,2016 - 2017
kb961,HIST,2016 - 2017
mf223,ECON,2016 - 2017
sb249,GEOG,2016 - 2017
hc604,CHEM,2016 - 2017
dg731,RMLL,2016 - 2017
cm431,CHEM,2016 - 2017
nr349,PHIL,2016 - 2017
mn509,GERM,2016 - 2017
jb311,POSC,2016 - 2017
rm149,THEA,2016 - 2017
sh721,COSC,2016 - 2017
ns862,ARTS,2016 - 2017
wt108,SOAN,2016 - 2017
jt977,POSC,2016 - 2017
ms326,MUSI,2016 - 2017
ca526,ENST,2016 - 2017
jh418,ECON,2016 - 2017
sg832,CHEM,2016 - 2017
kl267,PHAS,2016 - 2017
cr301,BIOL,2016 - 2017
cm840,EDUC,2016 - 2017
bb152,EDUC,2016 - 2017
if470,WRIT,2016 - 2017
al245,PBSC,2016 - 2017
sa283,ENGL,2016 - 2017
dd856,WRIT,2016 - 2017
dw334,HIST,2016 - 2017
vl105,POSC,2016 - 2017
tw396,PHIL,2016 - 2017
tm590,POSC,2016 - 2017
mj888,GEOG,2016 - 2017
af837,EDUC,2016 - 2017
jc414,RMLL,2016 - 2017
nb736,COSC,2016 - 2017
fh723,GEOG,2016 - 2017
kt546,BIOL,2016 - 2017
dw315,ARTS,2016 - 2017
dh586,PHAS,2016 - 2017
tm509,CLAS,2016 - 2017
jm725,POSC,2016 - 2017
jk955,EDUC,2016 - 2017
gh527,WRIT,2016 - 2017
at264,ARTS,2016 - 2017
jr712,COSC,2016 - 2017
aw203,HIST,2016 - 2017
ad884,ARTS,2016 - 2017
jw915,ARTS,2016 - 2017
dv175,HIST,2016 - 2017
ba504,ENGL,2016 - 2017
cb239,PBSC,2016 - 2017
kc423,EALL,2016 - 2017
tm332,ENST,2016 - 2017
am268,COSC,2016 - 2017
mg531,RMLL,2016 - 2017
ct169,BIOL,2016 - 2017
rr511,MUSI,2016 - 2017
jd439,HIST,2016 - 2017
jg121,WRIT,2016 - 2017
tj172,ENGL,2016 - 2017
cm407,RMLL,2016 - 2017
tm629,GERM,2016 - 2017
jw102,GERM,2016 - 2017
go526,ECON,2016 - 2017
dr350,ENGL,2016 - 2017
sg299,SOAN,2016 - 2017
ll736,EDUC,2016 - 2017
tb899,GERM,2016 - 2017
sh685,SOAN,2016 - 2017
jm573,PBSC,2016 - 2017
ag223,ENGL,2016 - 2017
ak928,HIST,2016 - 2017
bk232,CLAS,2016 - 2017
rm811,ENGL,2016 - 2017
mr894,POSC,2016 - 2017
rm347,ENST,2016 - 2017
bb602,HIST,2016 - 2017
jj422,THEA,2016 - 2017
tf183,PHIL,2016 - 2017
jh267,RELG,2016 - 2017
ab616,ENGL,2016 - 2017
ta625,MATH,2016 - 2017
mp802,EEGS,2016 - 2017
jt108,GEOG,2016 - 2017
nh938,HIST,2016 - 2017
db726,RMLL,2016 - 2017
dw959,ARTS,2016 - 2017
du535,EDUC,2016 - 2017
st561,ENGL,2016 - 2017
gh358,SOAN,2016 - 2017
fn624,RMLL,2016 - 2017
es902,ARTS,2016 - 2017
la373,COSC,2016 - 2017
tw828,BIOL,2016 - 2017
tw571,MATH,2016 - 2017
kc280,SOAN,2016 - 2017
jm766,ENGL,2016 - 2017
jp222,THEA,2016 - 2017
et104,RMLL,2016 - 2017
vw463,PHAS,2016 - 2017
sb958,MATH,2016 - 2017
lh592,BIOL,2016 - 2017
mw580,MELL,2016 - 2017
ca457,HIST,2016 - 2017
df321,ENGL,2016 - 2017
mw778,SOAN,2016 - 2017
ch736,CHEM,2016 - 2017
tm364,SOAN,2016 - 2017
dh243,POSC,2016 - 2017
rn995,ENGL,2016 - 2017
tk523,EDUC,2016 - 2017
ji899,PHIL,2016 - 2017
vm290,EDUC,2016 - 2017
lr819,POSC,2016 - 2017
sd277,BIOL,2016 - 2017
jb703,RMLL,2016 - 2017
aa796,SOAN,2016 - 2017
as174,CHEM,2016 - 2017
dt450,PHIL,2016 - 2017
cc847,THEA,2016 - 2017
ac717,ENGL,2016 - 2017
aw339,RELG,2016 - 2017
ep269,BIOL,2016 - 2017
lv700,ARTS,2016 - 2017
rr746,PBSC,2016 - 2017
jf151,HIST,2016 - 2017
dg106,HIST,2016 - 2017
jl812,HIST,2016 - 2017
jh388,ENGL,2016 - 2017
cw530,BIOL,2016 - 2017
ao162,ECON,2016 - 2017
kb230,ECON,2016 - 2017
jb223,EALL,2016 - 2017
fr753,BIOL,2016 - 2017
ah948,RELG,2016 - 2017
sc313,BIOL,2016 - 2017
rb640,BIOL,2016 - 2017
lr615,RMLL,2016 - 2017
nl617,ARTS,2016 - 2017
rw478,POSC,2016 - 2017
cj230,HIST,2016 - 2017
sm275,HIST,2016 - 2017
jw439,ENST,2016 - 2017
dr358,ENGL,2016 - 2017
cj744,ENGL,2016 - 2017
dt387,SOAN,2016 - 2017
jg969,POSC,2016 - 2017
pc252,RMLL,2016 - 2017
gm661,PHAS,2016 - 2017
mg920,SOAN,2016 - 2017
jw959,ARTS,2016 - 2017
ar410,SOAN,2016 - 2017
ds970,ENST,2016 - 2017
rm829,GEOG,2016 - 2017
hm568,HIST,2016 - 2017
kb382,RMLL,2016 - 2017
dd688,COSC,2016 - 2017
km417,RMLL,2016 - 2017
jw310,WRIT,2016 - 2017
lp359,SOAN,2016 - 2017
pj301,EDUC,2016 - 2017
ms688,THEA,2016 - 2017
bj310,HIST,2016 - 2017
dc457,PBSC,2016 - 2017
ls548,POSC,2016 - 2017
